id,event_unique_id,occurrence_year,occurrence_date,occurrence_time,reported_year,reported_date,reported_time,division,location_type,age_bias,mental_or_physical_disability,race_bias,ethnicity_bias,language_bias,religion_bias,sexual_orientation_bias,gender_bias,multiple_bias,primary_offence,hood_158,neighbourhood_158,hood_140,neighbourhood_140,arrest_made,occurrence_month,primary_offence_simplified,division_area
970,GO-20222389457,2022,2022-12-06,1715,2022,2022-12-07,1512,D33,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO,12,Property Crimes,North York
971,GO-20222443220,2022,2022-12-09,2300,2022,2022-12-15,13,D52,Religious,NO,NO,None,None,None,Muslim,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",079,University (79),079,University (79),NO,12,Property Crimes,Toronto-East York
972,GO-20222406667,2022,2022-12-09,1530,2022,2022-12-09,1933,D43,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,135,Morningside (135),135,Morningside (135),NO,12,Property Crimes,Scarborough
973,GO-20222416930,2022,2022-12-11,652,2022,2022-12-11,657,D52,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,12,Assault,Toronto-East York
974,GO-20222424517,2022,2022-12-12,1125,2022,2022-12-12,1125,D31,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,12,Property Crimes,North York
975,GO-20222457363,2022,2022-12-16,1700,2022,2022-12-16,1752,D14,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,095,Annex (95),095,Annex (95),NO,12,Threats and Harassment,Etobicoke-York
976,GO-20222484145,2022,2022-12-20,1000,2022,2022-12-20,1128,D52,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,12,Property Crimes,Toronto-East York
977,GO-20222497900,2022,2022-12-21,1400,2022,2022-12-22,724,D11,Government/Public Buildings,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,088,High Park North (88),088,High Park North (88),NO,12,Property Crimes,Etobicoke-York
978,GO-20222493476,2022,2022-12-21,1358,2022,2022-12-23,851,D51,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,12,Property Crimes,Toronto-East York
980,GO-20222536246,2022,2022-12-23,1500,2022,2022-12-28,1614,D14,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES,12,Threats and Harassment,Etobicoke-York
981,GO-202333937,2022,2022-12-23,1,2023,2023-01-05,1436,D31,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,12,Property Crimes,North York
982,GO-20222518870,2022,2022-12-25,1030,2022,2022-12-25,1030,D32,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO,12,Threats and Harassment,North York
984,GO-20222539859,2022,2022-12-28,1440,2022,2022-12-28,1440,D33,Public Spaces/Transportation,NO,NO,None,Latino,None,None,None,None,NO,Assault,052,Bayview Village (52),052,Bayview Village (52),YES,12,Assault,North York
985,GO-20222551489,2022,2022-12-30,942,2022,2022-12-30,942,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),NO,12,Property Crimes,North York
986,GO-20233085,2023,2023-01-01,1,2023,2023-01-01,1217,D55,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,069,Blake-Jones (69),069,Blake-Jones (69),NO,1,Property Crimes,Toronto-East York
987,GO-20232510,2023,2023-01-01,740,2023,2023-01-01,751,D32,Public Spaces/Transportation,NO,NO,None,Mexican,None,None,None,None,NO,Assault,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO,1,Assault,North York
988,GO-2023142662,2023,2023-01-02,2240,2023,2023-01-19,952,D11,Public Spaces/Transportation,NO,NO,None,Indian,None,Hindu,None,None,YES,Mischief Under $5000,087,High Park-Swansea (87),087,High Park-Swansea (87),NO,1,Property Crimes,Etobicoke-York
989,GO-202310469,2023,2023-01-02,1320,2023,2023-01-02,1405,D51,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),NO,1,Assault,Toronto-East York
990,GO-202318618,2023,2023-01-03,1544,2023,2023-01-03,1544,D12,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,028,Rustic (28),028,Rustic (28),NO,1,Property Crimes,Etobicoke-York
991,GO-202317818,2023,2023-01-03,1329,2023,2023-01-03,1329,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),NO,1,Property Crimes,North York
992,GO-2023107637,2023,2023-01-14,2230,2023,2023-01-14,2247,D12,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),NO,1,Property Crimes,Etobicoke-York
993,GO-2023112366,2023,2023-01-15,1530,2023,2023-01-15,1548,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,038,Lansing-Westgate (38),038,Lansing-Westgate (38),NO,1,Property Crimes,North York
994,GO-2023127669,2023,2023-01-17,1352,2023,2023-01-17,1352,D55,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,1,Property Crimes,Toronto-East York
995,GO-20239002996,2023,2023-01-18,1502,2023,2023-01-20,1408,D32,Religious,NO,NO,None,None,None,Christian,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",033,Clanton Park (33),033,Clanton Park (33),NO,1,Property Crimes,North York
996,GO-2023133656,2023,2023-01-18,840,2023,2023-01-18,840,D51,Public Spaces/Transportation,NO,NO,None,None,None,Sikh,None,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,1,Assault,Toronto-East York
997,GO-2023215949,2023,2023-01-27,1200,2023,2023-01-28,1124,D53,Commercial/Business,NO,NO,None,Chinese,None,None,None,None,NO,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO,1,Property Crimes,Toronto-East York
998,GO-2023216443,2023,2023-01-28,1256,2023,2023-01-28,1256,D32,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),NO,1,Property Crimes,North York
999,GO-2023217796,2023,2023-01-28,2000,2023,2023-01-28,2033,D51,Residential,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO,1,Property Crimes,Toronto-East York
1001,GO-20231676647,2023,2023-01-30,844,2023,2023-07-19,753,D51,Residential,NO,NO,None,Japanese,None,Jewish,None,None,YES,Uttering Threats - Bodily Harm,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES,1,Threats and Harassment,Toronto-East York
1002,GO-2023273959,2023,2023-02-03,1700,2023,2023-02-04,1408,D14,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),NO,2,Property Crimes,Etobicoke-York
1003,GO-2023264681,2023,2023-02-03,1130,2023,2023-02-03,1141,D12,Residential,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO,2,Property Crimes,Etobicoke-York
1004,GO-2023282664,2023,2023-02-04,2156,2023,2023-02-05,1650,D22,Residential,NO,NO,None,Ukrainian,None,None,None,None,NO,Theft,012,Markland Wood (12),012,Markland Wood (12),NO,2,Property Crimes,Etobicoke
1005,GO-2023293797,2023,2023-02-07,2055,2023,2023-02-07,2202,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,038,Lansing-Westgate (38),038,Lansing-Westgate (38),NO,2,Property Crimes,North York
1006,GO-2023309219,2023,2023-02-08,1600,2023,2023-02-08,1855,D55,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,062,East End-Danforth (62),062,East End-Danforth (62),YES,2,Assault,Toronto-East York
1007,GO-2023345006,2023,2023-02-08,1745,2023,2023-02-09,920,D52,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Assault,NSA,NSA,NSA,NSA,NO,2,Assault,Toronto-East York
1009,GO-2023335136,2023,2023-02-11,2315,2023,2023-02-11,2323,D32,Residential,NO,NO,None,Indian,None,None,None,None,NO,Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,2,Assault,North York
1010,GO-2023338915,2023,2023-02-12,1534,2023,2023-02-12,1534,D55,Public Spaces/Transportation,NO,NO,Latino,None,None,None,None,None,YES,Assault With a Weapon,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES,2,Assault,Toronto-East York
1012,GO-2023378214,2023,2023-02-13,800,2023,2023-02-17,1109,D12,Educational,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,113,Weston (113),113,Weston (113),NO,2,Property Crimes,Etobicoke-York
1013,GO-2023355019,2023,2023-02-13,1,2023,2023-02-14,1305,D55,Educational,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),NO,2,Property Crimes,Toronto-East York
1014,GO-2023359536,2023,2023-02-15,29,2023,2023-02-15,29,D31,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,2,Property Crimes,North York
1015,GO-2023633936,2023,2023-02-15,700,2023,2023-03-22,755,D41,Educational,NO,NO,Black,None,None,Jewish,None,Transgender,YES,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,2,Property Crimes,Scarborough
1016,GO-2023390506,2023,2023-02-18,1030,2023,2023-02-18,2210,D51,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,074,North St.James Town (74),074,North St.James Town (74),YES,2,Assault,Toronto-East York
1017,GO-2023404974,2023,2023-02-20,2131,2023,2023-02-20,2131,D55,Residential,NO,NO,None,None,None,Sikh,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),YES,2,Property Crimes,Toronto-East York
1018,GO-2023412151,2023,2023-02-21,1530,2023,2023-02-21,1841,D43,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,142,Woburn North (142),137,Woburn (137),NO,2,Property Crimes,Scarborough
1019,GO-2023643445,2023,2023-02-23,1628,2023,2023-03-23,1200,D52,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,2,Threats and Harassment,Toronto-East York
1020,GO-2023442586,2023,2023-02-25,1909,2023,2023-02-25,1909,D52,Commercial/Business,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),YES,2,Property Crimes,Toronto-East York
1021,GO-2023479267,2023,2023-03-01,900,2023,2023-03-02,1235,D11,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,3,Property Crimes,Etobicoke-York
1022,GO-2023811852,2023,2023-03-01,1000,2023,2023-04-06,1533,D43,Commercial/Business,NO,NO,None,Palestinian,None,None,None,None,NO,Uttering Threats - Bodily Harm,156,Bendale-Glen Andrew (156),127,Bendale (127),YES,3,Threats and Harassment,Scarborough
1023,GO-2023486305,2023,2023-03-03,530,2023,2023-03-03,1018,D22,Commercial/Business,NO,NO,Black,Chinese,None,None,None,None,YES,Assault,158,Islington (158),014,Islington-City Centre West (14),NO,3,Assault,Etobicoke
1024,GO-2023532788,2023,2023-03-06,930,2023,2023-03-09,637,D53,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO,3,Assault,Toronto-East York
1025,GO-2023537138,2023,2023-03-09,1645,2023,2023-03-09,1817,D32,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Assault With a Weapon,033,Clanton Park (33),033,Clanton Park (33),YES,3,Assault,North York
1026,GO-2023541026,2023,2023-03-10,630,2023,2023-03-10,715,D52,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,3,Assault,Toronto-East York
1027,GO-2023619889,2023,2023-03-10,1300,2023,2023-03-20,1333,D22,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO,3,Property Crimes,Etobicoke
1028,GO-2023642814,2023,2023-03-10,1500,2023,2023-03-23,1028,D11,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,3,Property Crimes,Etobicoke-York
1029,GO-2023581837,2023,2023-03-12,2200,2023,2023-03-16,1531,D11,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault Causing Bodily Harm,088,High Park North (88),088,High Park North (88),NO,3,Assault,Etobicoke-York
1030,GO-2023573490,2023,2023-03-13,1200,2023,2023-03-14,1428,D41,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,3,Property Crimes,Scarborough
1031,GO-2023574434,2023,2023-03-14,1702,2023,2023-03-14,1702,D53,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO,3,Property Crimes,Toronto-East York
1032,GO-2023572917,2023,2023-03-14,1316,2023,2023-03-14,1316,D51,Commercial/Business,NO,NO,None,Indian,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,3,Assault,Toronto-East York
1033,GO-2023619892,2023,2023-03-16,1831,2023,2023-03-20,1333,D55,Residential,NO,NO,Black,None,None,None,None,Transgender Woman (Identifies As Woman),YES,Harassing Communications,062,East End-Danforth (62),062,East End-Danforth (62),NO,3,Threats and Harassment,Toronto-East York
1034,GO-2023612381,2023,2023-03-19,1350,2023,2023-03-19,1350,D12,Religious,NO,NO,None,Chinese,None,None,None,None,NO,Assault With a Weapon,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO,3,Assault,Etobicoke-York
1035,GO-2023619498,2023,2023-03-20,1248,2023,2023-03-20,1248,D51,Residential,NO,NO,None,Indian,None,None,None,None,NO,Uttering Threats - Bodily Harm,074,North St.James Town (74),074,North St.James Town (74),NO,3,Threats and Harassment,Toronto-East York
1036,GO-2023703893,2023,2023-03-21,1800,2023,2023-03-30,2150,D14,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO,3,Assault,Etobicoke-York
1037,GO-2023642310,2023,2023-03-22,1030,2023,2023-03-23,1035,D55,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,3,Property Crimes,Toronto-East York
1038,GO-2023637470,2023,2023-03-22,1100,2023,2023-03-22,1540,D41,Educational,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,3,Property Crimes,Scarborough
1039,GO-2023674496,2023,2023-03-24,1500,2023,2023-03-24,1510,D32,Public Spaces/Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,3,Assault,North York
1040,GO-2023689241,2023,2023-03-27,1000,2023,2023-03-29,847,D32,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,3,Property Crimes,North York
1041,GO-2023683940,2023,2023-03-28,1008,2023,2023-03-28,1509,D11,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,3,Property Crimes,Etobicoke-York
1042,GO-2023696807,2023,2023-03-29,2300,2023,2023-03-30,642,D12,Religious,NO,NO,None,None,None,Muslim,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",113,Weston (113),113,Weston (113),NO,3,Property Crimes,Etobicoke-York
1043,GO-2023697129,2023,2023-03-29,1330,2023,2023-03-30,742,D32,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,3,Property Crimes,North York
1044,GO-2023709420,2023,2023-03-30,2000,2023,2023-03-31,2006,D55,Educational,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Harassing Communications,066,Danforth (66),066,Danforth (66),NO,3,Threats and Harassment,Toronto-East York
1045,GO-2023716706,2023,2023-03-31,2300,2023,2023-04-01,1321,D52,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,3,Assault,Toronto-East York
1046,GO-2023726179,2023,2023-04-02,1810,2023,2023-04-02,1852,D51,Residential,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO,4,Property Crimes,Toronto-East York
1047,GO-2023738007,2023,2023-04-03,800,2023,2023-04-04,855,D32,Educational,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO,4,Property Crimes,North York
1048,GO-2023736462,2023,2023-04-03,2345,2023,2023-04-03,2345,D33,Residential,NO,NO,None,None,None,None,None,Transgender,NO,Mischief Under $5000,053,Henry Farm (53),053,Henry Farm (53),NO,4,Property Crimes,North York
1049,GO-2023744153,2023,2023-04-04,2053,2023,2023-04-04,2053,D31,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,4,Property Crimes,North York
1050,GO-2023795213,2023,2023-04-05,1000,2023,2023-04-11,1217,D53,Educational,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO,4,Property Crimes,Toronto-East York
1051,GO-2023749762,2023,2023-04-05,1435,2023,2023-04-05,1449,D43,Commercial/Business,NO,NO,None,None,None,Muslim,None,None,NO,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),NO,4,Assault,Scarborough
1052,GO-2023750409,2023,2023-04-05,430,2023,2023-04-08,1304,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO,4,Property Crimes,North York
1053,GO-2023786247,2023,2023-04-05,1100,2023,2023-04-10,1058,D42,Government/Public Buildings,NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,130,Milliken (130),130,Milliken (130),NO,4,Threats and Harassment,Scarborough
1054,GO-2023811844,2023,2023-04-06,535,2023,2023-04-13,838,D43,Religious,NO,NO,None,None,None,Muslim,None,None,NO,Dangerous Operation Motor Vehicle,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),YES,4,Violent Crimes,Scarborough
1055,GO-2023811857,2023,2023-04-06,1533,2023,2023-04-06,1533,D43,Commercial/Business,NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,156,Bendale-Glen Andrew (156),127,Bendale (127),YES,4,Threats and Harassment,Scarborough
1056,GO-2023763715,2023,2023-04-06,530,2023,2023-04-07,930,D41,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Assault With a Weapon,157,Bendale South (157),127,Bendale (127),NO,4,Assault,Scarborough
1058,GO-2023788284,2023,2023-04-10,1200,2023,2023-04-10,1520,D31,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO,4,Property Crimes,North York
1060,GO-2023793513,2023,2023-04-11,800,2023,2023-04-11,949,D23,Educational,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO,4,Property Crimes,Etobicoke
1061,GO-2023834131,2023,2023-04-12,2000,2023,2023-04-15,1614,D32,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO,4,Property Crimes,North York
1062,GO-2023818678,2023,2023-04-13,1,2023,2023-04-13,2143,D11,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),NO,4,Property Crimes,Etobicoke-York
1063,GO-2023837002,2023,2023-04-13,1930,2023,2023-04-15,2246,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO,4,Property Crimes,North York
1064,GO-2023828505,2023,2023-04-14,2200,2023,2023-04-14,2215,D41,Commercial/Business,NO,NO,None,None,None,None,Gay,None,NO,Firearms Related Offence,124,Kennedy Park (124),124,Kennedy Park (124),NO,4,Other Offences,Scarborough
1065,GO-2023821611,2023,2023-04-14,928,2023,2023-04-14,928,D33,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO,4,Property Crimes,North York
1066,GO-2023823508,2023,2023-04-14,1253,2023,2023-04-14,1253,D51,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),YES,4,Assault,Toronto-East York
1067,GO-2023827355,2023,2023-04-14,1934,2023,2023-04-14,1934,D32,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault With a Weapon,151,Yonge-Doris (151),051,Willowdale East (51),YES,4,Assault,North York
1068,GO-2023834035,2023,2023-04-15,1200,2023,2023-04-15,1601,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,035,Westminster-Branson (35),035,Westminster-Branson (35),NO,4,Property Crimes,North York
1069,GO-2023850969,2023,2023-04-17,249,2023,2023-04-17,1728,D32,Commercial/Business,NO,NO,White,None,None,None,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO,4,Property Crimes,North York
1070,GO-2023865018,2023,2023-04-17,1200,2023,2023-04-19,1014,D33,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),NO,4,Property Crimes,North York
1071,GO-2023855444,2023,2023-04-18,725,2023,2023-04-18,725,D52,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO,4,Property Crimes,Toronto-East York
1072,GO-2023858130,2023,2023-04-18,1000,2023,2023-04-18,1322,D52,Government/Public Buildings,NO,NO,Black,None,None,Jewish,None,None,YES,Disturbing Religious Worship Or Certain Meetings,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,4,Threats and Harassment,Toronto-East York
1073,GO-2023867588,2023,2023-04-18,1000,2023,2023-04-19,1617,D11,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO,4,Property Crimes,Etobicoke-York
1074,GO-2023914207,2023,2023-04-20,2300,2023,2023-04-25,844,D13,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,107,Oakwood Village (107),107,Oakwood Village (107),NO,4,Property Crimes,Etobicoke-York
1075,GO-2023877756,2023,2023-04-20,1830,2023,2023-04-20,1845,D43,Commercial/Business,NO,NO,South Asian,None,None,None,None,None,NO,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),YES,4,Assault,Scarborough
1076,GO-2023879143,2023,2023-04-20,2225,2023,2023-04-20,2342,D52,Public Spaces/Transportation,NO,NO,White,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,4,Assault,Toronto-East York
1077,GO-2023907303,2023,2023-04-21,1200,2023,2023-04-25,955,D33,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO,4,Property Crimes,North York
1078,GO-20231870009,2023,2023-04-22,2330,2023,2023-08-11,1146,D55,Residential,NO,NO,None,Korean,None,None,None,None,NO,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),NO,4,Threats and Harassment,Toronto-East York
1080,GO-2023920059,2023,2023-04-25,1700,2023,2023-04-25,2105,D32,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO,4,Property Crimes,North York
1081,GO-2023928266,2023,2023-04-26,1600,2023,2023-04-26,1929,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,061,Taylor-Massey (61),061,Taylor-Massey (61),NO,4,Threats and Harassment,Toronto-East York
1082,GO-2023940308,2023,2023-04-27,1400,2023,2023-04-28,838,D14,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO,4,Property Crimes,Etobicoke-York
1083,GO-2023970120,2023,2023-05-01,1929,2023,2023-05-01,1929,D51,Residential,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES,5,Threats and Harassment,Toronto-East York
1085,GO-2023999928,2023,2023-05-04,1240,2023,2023-05-05,919,D11,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,5,Property Crimes,Etobicoke-York
1087,GO-20231024916,2023,2023-05-08,949,2023,2023-05-08,949,D22,Educational,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),NO,5,Threats and Harassment,Etobicoke
1088,GO-20231043361,2023,2023-05-09,2130,2023,2023-05-10,1409,D32,Residential,NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO,5,Property Crimes,North York
1089,GO-20231087247,2023,2023-05-09,0,2023,2023-05-15,938,D32,Commercial/Business,NO,NO,East/Southeast Asian,Filipino,None,None,None,None,YES,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO,5,Property Crimes,North York
